,,,,,A,03000,GAM-,3360-5,REVIEW,Smiley & Friends-Rhythm 1,Aural matching of quarter note and quarter rest patterns.,,3360,3360
,LIFE,025A,Primary Level 1A,Assignment 5 - Skill Check,A,03050,GAM-,1100-5,REVIEW,Hand Prints,Identify Left and Right hand,,1100,1100
,,,,,A,03100,GAM-,0780-5,REVIEW,Finger Finder,Finger Numbers for the Right and Left hands ,,0780,780
K,,,,,A,03150,GAM-,1770-5,REVIEW,Low Middle High ,"Identify keys that are low, middle and high on the keyboard",,1770,1770
,,,,,A,03200,GAM-,2870-5,REVIEW,Pick the Pattern Loud Soft,"Hear, then identify each chord in a 4-chord pattern as loud or soft.",,2870,2870
,,,,,A,03250,GAM-,0700-5,REVIEW,Falling Symbols 1,"Match music symbols (see the ""Learn"" level of the game)",,0700,700
,,,,,A,03300,GAM-,3660-5,REVIEW,Steady As She Goes,Hear a portion of a song. Is the beat steady or unsteady?,,3660,3660
,,,,,A,03350,GAM-,3720-5,REVIEW,Storm Chasers 1,Aurally identify Up and Down,,3720,3720
,,,,,A,03400,GAM-,3420-5,REVIEW,Song Birds 2,Hear and play back random patterns of DO - RE - MI -- pre-staff,,3420,3420
,LIFE,030A,Primary Level 1A,Assignment 6,A,03450,GAM-,1810-1,LEARN,Manny's Short & Long 1,Identify which pattern of short and long notes is the one you hear.,,1810,1810
,,,,,A,03500,GAM-,1810-2,PLAY,Manny's Short & Long 1,Identify which pattern of short and long notes is the one you hear.,,1810,1810
,,,,,A,03550,GAM-,1810-3,QUIZ,Manny's Short & Long 1,Identify which pattern of short and long notes is the one you hear.,,1810,1810
,,,,,A,03600,GAM-,2040-1,LEARN,Meteor Match 2,"Name notes and rests - Quarter and half note, quarter rest ",,2040,2040
,,,,,A,03650,GAM-,2040-2,PLAY,Meteor Match 2,"Name notes and rests - Quarter and half note, quarter rest ",,2040,2040
,,,,,A,03700,GAM-,2040-3,QUIZ,Meteor Match 2,"Name notes and rests - Quarter and half note, quarter rest ",,2040,2040
,,,,,A,03750,GAM-,3730-1,LEARN,Storm Chasers 2,"Up, Down, Same",,3730,3730
,,,,,A,03800,GAM-,3730-2,PLAY,Storm Chasers 2,"Up, Down, Same",,3730,3730
,,,,,A,03850,GAM-,3730-3,QUIZ,Storm Chasers 2,"Up, Down, Same",,3730,3730
,,,,,A,03900,GAM-,3020-1,LEARN,Rhythm Pix 1,Is this rhythm the same or different from the one you hear? Quarter notes and rests,,3020,3020
,,,,,A,03950,GAM-,3020-2,PLAY,Rhythm Pix 1,Is this rhythm the same or different from the one you hear? Quarter notes and rests,,3020,3020
,,,,,A,04000,GAM-,3020-3,QUIZ,Rhythm Pix 1,Is this rhythm the same or different from the one you hear? Quarter notes and rests,,3020,3020
,LIFE,035A,Primary Level 1A,Assignment 7,A,04050,GAM-,0712-1,LEARN,Falling Symbols 2,"Identify music symbols (see the ""Learn"" level of the game)",,0712,712
,,,,,A,04100,GAM-,0712-2,PLAY,Falling Symbols 2,"Identify music symbols (see the ""Learn"" level of the game)",,0712,712
,,,,,A,04150,GAM-,0712-3,QUIZ,Falling Symbols 2,"Identify music symbols (see the ""Learn"" level of the game)",,0712,712
,,,,,A,04200,GAM-,3060-1,LEARN,Rhythm Pop 1,"How many beats?  Quarter, half, and whole notes",,3060,3060
,,,,,A,04250,GAM-,3060-2,PLAY,Rhythm Pop 1,"How many beats?  Quarter, half, and whole notes",,3060,3060
,,,,,A,04300,GAM-,3060-3,QUIZ,Rhythm Pop 1,"How many beats?  Quarter, half, and whole notes",,3060,3060
,,,,,A,04350,GAM-,2860-1,LEARN,Pick the Pattern Forte Piano,"Hear, then identify each chord in a 4-chord pattern as forte or piano.",,2860,2860
,,,,,A,04400,GAM-,2860-2,PLAY,Pick the Pattern Forte Piano,"Hear, then identify each chord in a 4-chord pattern as forte or piano.",,2860,2860
,,,,,A,04450,GAM-,2860-3,QUIZ,Pick the Pattern Forte Piano,"Hear, then identify each chord in a 4-chord pattern as forte or piano.",,2860,2860
,,,,,A,04500,GAM-,3440-2,PLAY,Song Birds 3,Hear and play back random patterns of DO - RE - MI - SOL -- pre-staff,,3440,3440
,,,,,A,04550,GAM-,3440-3,QUIZ,Song Birds 3,Hear and play back random patterns of DO - RE - MI - SOL -- pre-staff,,3440,3440
K,,,,,A,04600,GAM-,1640-1,LEARN,LetterFly 1,CDE--Identify and play on the onscreen keyboard,,1640,1640
K,,,,,A,04650,GAM-,1640-2,PLAY,LetterFly 1,CDE--Identify and play on the onscreen keyboard,,1640,1640
K,,,,,A,04700,GAM-,1640-3,QUIZ,LetterFly 1,CDE--Identify and play on the onscreen keyboard,,1640,1640
K,,,,,A,04750,GAM-,1660-1,LEARN,LetterFly 2,FGAB--Identify and play on the onscreen keyboard,,1660,1660
K,,,,,A,04800,GAM-,1660-2,PLAY,LetterFly 2,FGAB--Identify and play on the onscreen keyboard,,1660,1660
K,,,,,A,04850,GAM-,1660-3,QUIZ,LetterFly 2,FGAB--Identify and play on the onscreen keyboard,,1660,1660
,LIFE,040A,Primary Level 1A,Assignment 8,A,04900,GAM-,3120-1,LEARN,Rhythm Rally 1,Which one-measure rhythm is played?  Quarter notes and quarter rests,,3120,3120
,,,,,A,04950,GAM-,3120-2,PLAY,Rhythm Rally 1,Which one-measure rhythm is played?  Quarter notes and quarter rests,,3120,3120
,,,,,A,05000,GAM-,3120-3,QUIZ,Rhythm Rally 1,Which one-measure rhythm is played?  Quarter notes and quarter rests,,3120,3120
,,,,,A,05050,GAM-,3500-2,PLAY,Staff Birds 1,Hear and play back random patterns of C and D -- birds on staff,,3500,3500
,,,,,A,05100,GAM-,3500-3,QUIZ,Staff Birds 1,Hear and play back random patterns of C and D -- birds on staff,,3500,3500
,,,,,A,05150,GAM-,0760-1,LEARN,Faster-Slower-Same 2,"Does the music become faster, slower or the same? ",,0760,760
,,,,,A,05200,GAM-,0760-2,PLAY,Faster-Slower-Same 2,"Does the music become faster, slower or the same? ",,0760,760
,,,,,A,05250,GAM-,0760-3,QUIZ,Faster-Slower-Same 2,"Does the music become faster, slower or the same? ",,0760,760
,,,,,A,05300,GAM-,3730-5,REVIEW,Storm Chasers 2,"Up, Down, Same",,3730,3730
,LIFE,045A,Primary Level 1A,Assignment 9,A,05350,GAM-,3130-1,LEARN,Rhythm Rally 1A,Which one-measure rhythm is played?  Quarter notes and half notes,,3130,3130
,,,,,A,05400,GAM-,3130-2,PLAY,Rhythm Rally 1A,Which one-measure rhythm is played?  Quarter notes and half notes,,3130,3130
,,,,,A,05450,GAM-,3130-3,QUIZ,Rhythm Rally 1A,Which one-measure rhythm is played?  Quarter notes and half notes,,3130,3130
K,,,,,A,05500,GAM-,1680-1,LEARN,LetterFly 3,White Keys--Identify and play on the onscreen keyboard,,1680,1680
K,,,,,A,05550,GAM-,1680-2,PLAY,LetterFly 3,White Keys--Identify and play on the onscreen keyboard,,1680,1680
K,,,,,A,05600,GAM-,1680-3,QUIZ,LetterFly 3,White Keys--Identify and play on the onscreen keyboard,,1680,1680
,,,,,A,05650,GAM-,0090-1,LEARN,Alpha Steps & Skips 1,Name the letters of the musical alphabet that make steps up & down,,0090,90
,,,,,A,05700,GAM-,0090-2,PLAY,Alpha Steps & Skips 1,Name the letters of the musical alphabet that make steps up & down,,0090,90
,,,,,A,05750,GAM-,0090-3,QUIZ,Alpha Steps & Skips 1,Name the letters of the musical alphabet that make steps up & down,,0090,90
,,,,,A,05800,GAM-,2180-1,LEARN,Music Symbol Match 1,Popular memory/concentration game format,,2180,2180
,,,,,A,05850,GAM-,2180-2,PLAY,Music Symbol Match 1,Popular memory/concentration game format,,2180,2180
,,,,,A,05900,GAM-,2180-3,QUIZ,Music Symbol Match 1,Popular memory/concentration game format,,2180,2180
,,,,,A,05950,GAM-,2180-4,CHALLENGE,Music Symbol Match 1,Popular memory/concentration game format,,2180,2180
,LIFE,050A,Primary Level 1A,Assignment 10 - Skill Check,A,06000,GAM-,2860-5,REVIEW,Pick the Pattern Forte Piano,"Hear, then identify each chord in a 4-chord pattern as forte or piano.",,2860,2860
,,,,,A,06050,GAM-,3020-5,REVIEW,Rhythm Pix 1,Is this rhythm the same or different from the one you hear? Quarter notes and rests,,3020,3020
,,,,,A,06100,GAM-,2040-5,REVIEW,Meteor Match 2,"Name notes and rests - Quarter and half note, quarter rest ",,2040,2040
,,,,,A,06150,GAM-,1810-5,REVIEW,Manny's Short & Long 1,Identify which pattern of short and long notes is the one you hear.,,1810,1810
K,,,,,A,06200,GAM-,1640-5,REVIEW,LetterFly 1,CDE--Identify and play on the onscreen keyboard,,1640,1640
K,,,,,A,06250,GAM-,1660-5,REVIEW,LetterFly 2,FGAB--Identify and play on the onscreen keyboard,,1660,1660
,,,,,A,06300,GAM-,3440-5,REVIEW,Song Birds 3,Hear and play back random patterns of DO - RE - MI - SOL -- pre-staff,,3440,3440
,,,,,A,06350,GAM-,0760-5,REVIEW,Faster-Slower-Same 2,"Does the music become faster, slower or the same? ",,0760,760
,,,,,A,06400,GAM-,3060-5,REVIEW,Rhythm Pop 1,"How many beats?  Quarter, half, and whole notes",,3060,3060
,LIFE,055A,Primary Level 1A,Assignment 11,A,06450,GAM-,1830-1,LEARN,Melody Match 1,Hear a melody and tell which melody matches the one you heard,,1830,1830
,,,,,A,06500,GAM-,1830-2,PLAY,Melody Match 1,Hear a melody and tell which melody matches the one you heard,,1830,1830
,,,,,A,06550,GAM-,1830-3,QUIZ,Melody Match 1,Hear a melody and tell which melody matches the one you heard,,1830,1830
,,,,,A,06600,GAM-,1820-1,LEARN,Manny's Short & Long 2,Identify which pattern of short and long notes is the one you hear.,,1820,1820
,,,,,A,06650,GAM-,1820-2,PLAY,Manny's Short & Long 2,Identify which pattern of short and long notes is the one you hear.,,1820,1820
,,,,,A,06700,GAM-,1820-3,QUIZ,Manny's Short & Long 2,Identify which pattern of short and long notes is the one you hear.,,1820,1820
,,,,,A,06750,GAM-,1960-1,LEARN,Melody Pix 1,"Hear and identify melody block patterns of Do-Re-Mi - same tonic
",,1960,1960
,,,,,A,06800,GAM-,1960-2,PLAY,Melody Pix 1,"Hear and identify melody block patterns of Do-Re-Mi - same tonic
",,1960,1960
,,,,,A,06850,GAM-,1960-3,QUIZ,Melody Pix 1,"Hear and identify melody block patterns of Do-Re-Mi - same tonic
",,1960,1960
,,,,,A,06900,GAM-,3120-5,REVIEW,Rhythm Rally 1,Which one-measure rhythm is played?  Quarter notes and quarter rests,,3120,3120
,LIFE,060A,Primary Level 1A,Assignment 12,A,06950,GAM-,2050-1,LEARN,Meteor Match 3,"Name notes and rests  Quarter, half, dotted half and whole notes ",,2050,2050
,,,,,A,07000,GAM-,2050-2,PLAY,Meteor Match 3,"Name notes and rests  Quarter, half, dotted half and whole notes ",,2050,2050
,,,,,A,07050,GAM-,2050-3,QUIZ,Meteor Match 3,"Name notes and rests  Quarter, half, dotted half and whole notes ",,2050,2050
,,,,,A,07100,GAM-,3070-1,LEARN,Rhythm Pop 1A,"How many beats?  Quarter, half, dotted half and whole notes",,3070,3070
,,,,,A,07150,GAM-,3070-2,PLAY,Rhythm Pop 1A,"How many beats?  Quarter, half, dotted half and whole notes",,3070,3070
,,,,,A,07200,GAM-,3070-3,QUIZ,Rhythm Pop 1A,"How many beats?  Quarter, half, dotted half and whole notes",,3070,3070
,,,,,A,07250,GAM-,3520-2,PLAY,Staff Birds 2,Hear and play back random patterns of C  D  E -- birds on staff,,3520,3520
,,,,,A,07300,GAM-,3520-3,QUIZ,Staff Birds 2,Hear and play back random patterns of C  D  E -- birds on staff,,3520,3520
K,,,,,A,07350,GAM-,1680-5,REVIEW,LetterFly 3,White Keys--Identify and play on the onscreen keyboard,,1680,1680
,,,,,A,07400,GAM-,3140-1,LEARN,Rhythm Rally 2,"Which one-measure rhythm is played?  Quarter, half, dotted half and whole notes. ",,3140,3140
,,,,,A,07450,GAM-,3140-2,PLAY,Rhythm Rally 2,"Which one-measure rhythm is played?  Quarter, half, dotted half and whole notes. ",,3140,3140
,,,,,A,07500,GAM-,3140-3,QUIZ,Rhythm Rally 2,"Which one-measure rhythm is played?  Quarter, half, dotted half and whole notes. ",,3140,3140
,LIFE,065A,Primary Level 1A,Assignment 13,A,07600,GAM-,3830-1,LEARN,Time Signature Blimp 1,See a melody and identify the time signature--3-4 and 4-4,,3830,3830
,,,,,A,07650,GAM-,3830-2,PLAY,Time Signature Blimp 1,See a melody and identify the time signature--3-4 and 4-4,,3830,3830
,,,,,A,07700,GAM-,3830-3,QUIZ,Time Signature Blimp 1,See a melody and identify the time signature--3-4 and 4-4,,3830,3830
,,,,,A,07750,GAM-,3260-1,LEARN,Rhythm Writer 1,Place Barlines in the right places in 4-4 time,,3260,3260
,,,,,A,07800,GAM-,3260-2,PLAY,Rhythm Writer 1,Place Barlines in the right places in 4-4 time,,3260,3260
,,,,,A,07850,GAM-,3260-3,QUIZ,Rhythm Writer 1,Place Barlines in the right places in 4-4 time,,3260,3260
,,,,,A,07900,GAM-,0090-5,REVIEW,Alpha Steps & Skips 1,Name the letters of the musical alphabet that make steps up & down,,0090,90
,,,,,A,07950,GAM-,3540-2,PLAY,Staff Birds 3,Hear and play back random patterns of F  G  A -- birds on staff,,3540,3540
,,,,,A,08000,GAM-,3540-3,QUIZ,Staff Birds 3,Hear and play back random patterns of F  G  A -- birds on staff,,3540,3540
,LIFE,070A,Primary Level 1A,Assignment 14,A,08050,GAM-,0100-1,LEARN,Alpha Steps & Skips 2,Name the letters of the musical alphabet that make skips up & down,,0100,100
,,,,,A,08100,GAM-,0100-2,PLAY,Alpha Steps & Skips 2,Name the letters of the musical alphabet that make skips up & down,,0100,100
,,,,,A,08150,GAM-,0100-3,QUIZ,Alpha Steps & Skips 2,Name the letters of the musical alphabet that make skips up & down,,0100,100
,,,,,A,08200,GAM-,3670-1,LEARN,Step Right Up 1,Visually identify notes as on lines or spaces ,,3670,3670
,,,,,A,08250,GAM-,3670-2,PLAY,Step Right Up 1,Visually identify notes as on lines or spaces ,,3670,3670
,,,,,A,08300,GAM-,3670-3,QUIZ,Step Right Up 1,Visually identify notes as on lines or spaces ,,3670,3670
,,,,,A,08350,GAM-,3070-5,REVIEW,Rhythm Pop 1A,"How many beats?  Quarter, half, dotted half and whole notes",,3070,3070
,LIFE,075A,Primary Level 1A,Assignment 15 - Skill Check,A,08400,GAM-,2050-5,REVIEW,Meteor Match 3,"Name notes and rests  Quarter, half, dotted half and whole notes ",,2050,2050
,,,,,A,08450,GAM-,0710-5,REVIEW,Falling Symbols 2,"Identify music symbols (see the ""Learn"" level of the game)",,0710,710
,,,,,A,08500,GAM-,1960-5,REVIEW,Melody Pix 1,"Hear and identify melody block patterns of Do-Re-Mi - same tonic
",,1960,1960
,,,,,A,08550,GAM-,1830-5,REVIEW,Melody Match 1,Hear a melody and tell which melody matches the one you heard,,1830,1830
,,,,,A,08600,GAM-,3140-5,REVIEW,Rhythm Rally 2,"Which one-measure rhythm is played?  Quarter, half, dotted half and whole notes. ",,3140,3140
,,,,,A,08650,GAM-,1820-5,REVIEW,Manny's Short & Long 2,Identify which pattern of short and long notes is the one you hear.,,1820,1820
K,LIFE,080A,Primary Level 1A,Assignment 16,A,08700,GAM-,0960-1,LEARN,Grand Staff Guide Notes 1,"Identify Treble G, Middle C, Bass F on the staff",,0960,960
K,,,,,A,08750,GAM-,0960-2,PLAY,Grand Staff Guide Notes 1,"Identify Treble G, Middle C, Bass F on the staff",,0960,960
K,,,,,A,08800,GAM-,0960-3,QUIZ,Grand Staff Guide Notes 1,"Identify Treble G, Middle C, Bass F on the staff",,0960,960
,,,,,A,08850,GAM-,3830-5,REVIEW,Time Signature Blimp 1,See a melody and identify the time signature--3-4 and 4-4,,3830,3830
,,,,,A,08900,GAM-,2140-1,LEARN,Music Darts 1,"Identify music symbols (see the ""Learn"" level of the game)",,2140,2140
,,,,,A,08950,GAM-,2140-2,PLAY,Music Darts 1,"Identify music symbols (see the ""Learn"" level of the game)",,2140,2140
,,,,,A,09000,GAM-,2140-3,QUIZ,Music Darts 1,"Identify music symbols (see the ""Learn"" level of the game)",,2140,2140
,,,,,A,09050,GAM-,2700-1,LEARN,Page Turner Letters 3,Name the treble staff spaces,,2700,2700
,,,,,A,09100,GAM-,2700-2,PLAY,Page Turner Letters 3,Name the treble staff spaces,,2700,2700
,,,,,A,09150,GAM-,2700-3,QUIZ,Page Turner Letters 3,Name the treble staff spaces,,2700,2700
,,,,,A,09200,GAM-,2700-4,CHALLENGE,Page Turner Letters 3,Name the treble staff spaces,,2700,2700
,LIFE,085A,Primary Level 1A,Assignment 17,A,09250,GAM-,0110-1,LEARN,Alpha Steps & Skips 3,Name the letters of the musical alphabet that make steps and skips up & down,,0110,110
,,,,,A,09300,GAM-,0110-2,PLAY,Alpha Steps & Skips 3,Name the letters of the musical alphabet that make steps and skips up & down,,0110,110
,,,,,A,09350,GAM-,0110-3,QUIZ,Alpha Steps & Skips 3,Name the letters of the musical alphabet that make steps and skips up & down,,0110,110
,,,,,A,09400,GAM-,3690-1,LEARN,Step Right Up 3,"Visually identify two notes as a step up, step down or skip up and skip down ",,3690,3690
,,,,,A,09450,GAM-,3690-2,PLAY,Step Right Up 3,"Visually identify two notes as a step up, step down or skip up and skip down ",,3690,3690
,,,,,A,09500,GAM-,3690-3,QUIZ,Step Right Up 3,"Visually identify two notes as a step up, step down or skip up and skip down ",,3690,3690
,,,,,A,09550,GAM-,2710-1,LEARN,Page Turner Letters 4,Name the treble staff lines,,2710,2710
,,,,,A,09600,GAM-,2710-2,PLAY,Page Turner Letters 4,Name the treble staff lines,,2710,2710
,,,,,A,09650,GAM-,2710-3,QUIZ,Page Turner Letters 4,Name the treble staff lines,,2710,2710
,,,,,A,09700,GAM-,2710-4,CHALLENGE,Page Turner Letters 4,Name the treble staff lines,,2710,2710
,,,,,A,09750,GAM-,3970-1,LEARN,Undersea Intervals 1,Name Intervals - steps & skips,,3970,3970
,,,,,A,09800,GAM-,3970-2,PLAY,Undersea Intervals 1,Name Intervals - steps & skips,,3970,3970
,,,,,A,09850,GAM-,3970-3,QUIZ,Undersea Intervals 1,Name Intervals - steps & skips,,3970,3970
,,,,,A,09900,GAM-,3740-5,REVIEW,Storm Chasers 3,Aurally identify whether a pitch pattern goes up or down by step or up or down by skip,,3740,3740
,,,,,A,09950,GAM-,3560-2,PLAY,Staff Birds 4,Hear and play back random patterns of 4 notes C D E G-- birds on staff,,3560,3560
,,,,,A,10000,GAM-,3560-3,QUIZ,Staff Birds 4,Hear and play back random patterns of 4 notes C D E G-- birds on staff,,3560,3560
,LIFE,090A,Primary Level 1A,Assignment 18,A,10050,GAM-,1970-1,LEARN,Melody Pix 2,Hear and identify patterns of Do-Re-Mi -different tonics; staff & noteheads.,,1970,1970
,,,,,A,10100,GAM-,1970-2,PLAY,Melody Pix 2,Hear and identify patterns of Do-Re-Mi -different tonics; staff & noteheads.,,1970,1970
,,,,,A,10150,GAM-,1970-3,QUIZ,Melody Pix 2,Hear and identify patterns of Do-Re-Mi -different tonics; staff & noteheads.,,1970,1970
,,,,,A,10200,GAM-,2680-1,LEARN,Page Turner Letters 1,Name the notes of the Middle C Pentascale ,,2680,2680
