,,,,,,,,,,,,,,,,,,,,,,,,,0210,,,3360-1,,,,,,,GAM,,,LERN,,,Smiley & Friends-Rhythm 1,,,,,,,,,,Aural matching of quarter note and quarter rest patterns.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0214,,,3360-2,,,,,,,GAM,,,PLAY,,,Smiley & Friends-Rhythm 1,,,,,,,,,,Aural matching of quarter note and quarter rest patterns.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0218,,,3360-3,,,,,,,GAM,,,QUIZ,,,Smiley & Friends-Rhythm 1,,,,,,,,,,Aural matching of quarter note and quarter rest patterns.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0222,,,3400-2,,,,,,,GAM,,,PLAY,,,Song Birds 1,,,,,,,,,,Hear and play back random patterns of DO - RE -- pre-staff,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0226,,,3400-3,,,,,,,GAM,,,QUIZ,,,Song Birds 1,,,,,,,,,,Hear and play back random patterns of DO - RE -- pre-staff,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0230,,,3400-4,,,,,,,GAM,,,CHAL,,,Song Birds 1,,,,,,,,,,Hear and play back random patterns of DO - RE -- pre-staff,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 3,,,,,,,,A,,,,0234,,,3660-1,,,,,,,GAM,,,LERN,,,Steady As She Goes,,,,,,,,,,Hear a portion of a song. Is the beat steady or unsteady?,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0238,,,3660-2,,,,,,,GAM,,,PLAY,,,Steady As She Goes,,,,,,,,,,Hear a portion of a song. Is the beat steady or unsteady?,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0242,,,3660-3,,,,,,,GAM,,,QUIZ,,,Steady As She Goes,,,,,,,,,,Hear a portion of a song. Is the beat steady or unsteady?,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0246,,,2870-1,,,,,,,GAM,,,LERN,,,Pick the Pattern Loud Soft,,,,,,,,,,"Hear, then identify each chord in a 4-chord pattern as loud or soft.",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0250,,,2870-2,,,,,,,GAM,,,PLAY,,,Pick the Pattern Loud Soft,,,,,,,,,,"Hear, then identify each chord in a 4-chord pattern as loud or soft.",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0254,,,2870-3,,,,,,,GAM,,,QUIZ,,,Pick the Pattern Loud Soft,,,,,,,,,,"Hear, then identify each chord in a 4-chord pattern as loud or soft.",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0258,,,2030-1,,,,,,,GAM,,,LERN,,,Meteor Match 1 A,,,,,,,,,,"Name notes and rests - Quarter note, quarter rest",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0262,,,2030-2,,,,,,,GAM,,,PLAY,,,Meteor Match 1 A,,,,,,,,,,"Name notes and rests - Quarter note, quarter rest",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0266,,,2030-3,,,,,,,GAM,,,QUIZ,,,Meteor Match 1 A,,,,,,,,,,"Name notes and rests - Quarter note, quarter rest",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0270,,,0700-1,,,,,,,GAM,,,LERN,,,Falling Symbols 1,,,,,,,,,,"Match music symbols (see the ""Learn"" level of the game)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0274,,,0700-2,,,,,,,GAM,,,PLAY,,,Falling Symbols 1,,,,,,,,,,"Match music symbols (see the ""Learn"" level of the game)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0278,,,0700-3,,,,,,,GAM,,,QUIZ,,,Falling Symbols 1,,,,,,,,,,"Match music symbols (see the ""Learn"" level of the game)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0282,,,3420-2,,,,,,,GAM,,,PLAY,,,Song Birds 2,,,,,,,,,,Hear and play back random patterns of DO - RE - MI -- pre-staff,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0286,,,3420-3,,,,,,,GAM,,,QUIZ,,,Song Birds 2,,,,,,,,,,Hear and play back random patterns of DO - RE - MI -- pre-staff,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0290,,,3420-4,,,,,,,GAM,,,CHAL,,,Song Birds 2,,,,,,,,,,Hear and play back random patterns of DO - RE - MI -- pre-staff,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0294,,,3380-1,,,,,,,GAM,,,LERN,,,Smiley and Friends 2,,,,,,,,,,Hear Two note patterns -- Same or different?,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0298,,,3380-2,,,,,,,GAM,,,PLAY,,,Smiley and Friends 2,,,,,,,,,,Hear Two note patterns -- Same or different?,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0302,,,3380-3,,,,,,,GAM,,,QUIZ,,,Smiley and Friends 2,,,,,,,,,,Hear Two note patterns -- Same or different?,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 4,,,,,,,,A,,,,0306,,,2020-1,,,,,,,GAM,,,LERN,,,Meteor Match 1,,,,,,,,,,"Name notes and rests - Quarter note, half note",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0310,,,2020-2,,,,,,,GAM,,,PLAY,,,Meteor Match 1,,,,,,,,,,"Name notes and rests - Quarter note, half note",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0314,,,2020-3,,,,,,,GAM,,,QUIZ,,,Meteor Match 1,,,,,,,,,,"Name notes and rests - Quarter note, half note",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0318,,,0080-1,,,,,,,GAM,,,LERN,,,Alpha Order Up,,,,,,,,,,Name missing letters in the ascending music alphabet,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0322,,,0080-2,,,,,,,GAM,,,PLAY,,,Alpha Order Up,,,,,,,,,,Name missing letters in the ascending music alphabet,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0326,,,0080-3,,,,,,,GAM,,,QUIZ,,,Alpha Order Up,,,,,,,,,,Name missing letters in the ascending music alphabet,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0330,,,0070-1,,,,,,,GAM,,,LERN,,,Alpha Order Down,,,,,,,,,,Name missing letters in the descending music alphabet,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0334,,,0070-2,,,,,,,GAM,,,PLAY,,,Alpha Order Down,,,,,,,,,,Name missing letters in the descending music alphabet,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0338,,,0070-3,,,,,,,GAM,,,QUIZ,,,Alpha Order Down,,,,,,,,,,Name missing letters in the descending music alphabet,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0342,,,3360-5,,,,,,,GAM,,,REV1,,,Smiley & Friends-Rhythm 1,,,,,,,,,,Aural matching of quarter note and quarter rest patterns.,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 5,,,,,,,,A,,,,0346,,,1100-5,,,,,,,GAM,,,REV1,,,Hand Prints,,,,,,,,,,Identify Left and Right hand,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0350,,,0780-5,,,,,,,GAM,,,REV1,,,Finger Finder,,,,,,,,,,Finger Numbers for the Right and Left hands ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0354,,,1770-5,,,,,,,GAM,,,REV1,,,Low Middle High ,,,,,,,,,,"Identify keys that are low, middle and high on the keyboard",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0358,,,2870-5,,,,,,,GAM,,,REV1,,,Pick the Pattern Loud Soft,,,,,,,,,,"Hear, then identify each chord in a 4-chord pattern as loud or soft.",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0362,,,0700-5,,,,,,,GAM,,,REV1,,,Falling Symbols 1,,,,,,,,,,"Match music symbols (see the ""Learn"" level of the game)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0366,,,3660-5,,,,,,,GAM,,,REV1,,,Steady As She Goes,,,,,,,,,,Hear a portion of a song. Is the beat steady or unsteady?,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0370,,,3720-5,,,,,,,GAM,,,REV1,,,Storm Chasers 1,,,,,,,,,,Aurally identify Up and Down,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0374,,,3420-5,,,,,,,GAM,,,REV1,,,Song Birds 2,,,,,,,,,,Hear and play back random patterns of DO - RE - MI -- pre-staff,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 6,,,,,,,,A,,,,0378,,,1810-1,,,,,,,GAM,,,LERN,,,Manny's Short & Long 1,,,,,,,,,,Identify which pattern of short and long notes is the one you hear.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0382,,,1810-2,,,,,,,GAM,,,PLAY,,,Manny's Short & Long 1,,,,,,,,,,Identify which pattern of short and long notes is the one you hear.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0386,,,1810-3,,,,,,,GAM,,,QUIZ,,,Manny's Short & Long 1,,,,,,,,,,Identify which pattern of short and long notes is the one you hear.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0390,,,2040-1,,,,,,,GAM,,,LERN,,,Meteor Match 2,,,,,,,,,,"Name notes and rests - Quarter and half note, quarter rest ",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0394,,,2040-2,,,,,,,GAM,,,PLAY,,,Meteor Match 2,,,,,,,,,,"Name notes and rests - Quarter and half note, quarter rest ",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0398,,,2040-3,,,,,,,GAM,,,QUIZ,,,Meteor Match 2,,,,,,,,,,"Name notes and rests - Quarter and half note, quarter rest ",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0402,,,3730-1,,,,,,,GAM,,,LERN,,,Storm Chasers 2,,,,,,,,,,"Up, Down, Same",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0406,,,3730-2,,,,,,,GAM,,,PLAY,,,Storm Chasers 2,,,,,,,,,,"Up, Down, Same",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0410,,,3730-3,,,,,,,GAM,,,QUIZ,,,Storm Chasers 2,,,,,,,,,,"Up, Down, Same",,,
,,,,,,,,,,,,,,,,,,,,,,,,,0414,,,3020-1,,,,,,,GAM,,,LERN,,,Rhythm Pix 1,,,,,,,,,,Is this rhythm the same or different from the one you hear? Quarter notes and rests,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0418,,,3020-2,,,,,,,GAM,,,PLAY,,,Rhythm Pix 1,,,,,,,,,,Is this rhythm the same or different from the one you hear? Quarter notes and rests,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0422,,,3020-3,,,,,,,GAM,,,QUIZ,,,Rhythm Pix 1,,,,,,,,,,Is this rhythm the same or different from the one you hear? Quarter notes and rests,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 7,,,,,,,,A,,,,0426,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 8,,,,,,,,A,,,,0430,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 9,,,,,,,,A,,,,0434,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 10,,,,,,,,A,,,,0438,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 11,,,,,,,,A,,,,0442,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 12,,,,,,,,A,,,,0446,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 13,,,,,,,,A,,,,0450,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 14,,,,,,,,A,,,,0454,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 15,,,,,,,,A,,,,0458,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 16,,,,,,,,A,,,,0462,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 17,,,,,,,,A,,,,0466,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 18,,,,,,,,A,,,,0470,,,,,,,,,,GAM,,,REV1,,,#N/A,,,,,,,,,,#N/A,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 19,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Primary Level 1A,,,,,,,,,Assignment 20,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 1,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 2,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 3,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 4,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 5,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 6,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 7,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 8,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 9,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 10,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 11,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 12,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 13,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 14,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 15,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 16,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 17,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 18,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 19,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 1,,,,,,,,,Assignment 20,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 1,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 2,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 3,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 4,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 5,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 6,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 7,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 8,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 9,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 10,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 11,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 12,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 13,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 14,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 15,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 16,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 17,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 18,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 19,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 2,,,,,,,,,Assignment 20,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 1,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 2,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 3,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 4,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 5,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 6,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 7,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 8,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 9,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 10,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 11,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 12,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 13,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 14,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 15,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 16,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 17,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 18,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 19,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 3,,,,,,,,,Assignment 20,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 1,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 2,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 3,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 4,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 5,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 6,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
